ko	og	count
K00850	1284023at2759	3
K00850	172878at2759	40
K00850	347054at2759	18
K00850	380209at2759	9
K00850	448001at2759	24
K10166	374561at2759	26
K10166	828211at2759	40
K00867		
K19204		
K05003	956263at2759	156
K21164		
K25528		
K06068	1696524at2759	1
K06068	222529at2759	55
K06068	614710at2759	178
K20558	1208483at2759	6
K16117		
K06506	1165385at2759	8
K06611	142079at2759	25
K14451		
K13970	115967at2759	10
K13970	143003at2759	2
K13970	290717at2759	3
K13970	414294at2759	45
K14716	657777at2759	108
K16976		
K02819		
K15814	702827at2759	1009
K17712	702827at2759	1009
K19310		
K06084	38375at2759	13
K06084	418694at2759	4
K06084	861989at2759	79
K08727	1357476at2759	33
K08727	88836at2759	29
K23692		
K05707	1318335at2759	5223
K19956		
K00240		
K15598		
K06165		
K02158	1454876at2759	7
K05334	250396at2759	218
K05334	547281at2759	38
K11091	1608132at2759	39
K02318	1263008at2759	22
K02318	1543581at2759	20
K02318	911005at2759	34
K17872	1263520at2759	262
K17872	1463391at2759	48
K06005	1008844at2759	57
K06005	753343at2759	360
K24582		
K23260		
K18498	1576308at2759	317
K01291	524270at2759	133
K25496		
K15760		
K00630	1233168at2759	5
K17648	1263520at2759	262
K03868	1090069at2759	25
K03868	1587140at2759	59
K04587	651627at2759	117
K24529		
K01759	1156054at2759	32
K01759	1513831at2759	23
K01759	1559102at2759	2
K01759	822074at2759	22
K01759	824414at2759	20
K03788		
K17447	1351843at2759	35
K12564	1407024at2759	27
K23461		
K09823		
K09635	1314811at2759	1072
K04010	1003587at2759	13
K04010	978188at2759	14
K15401	1247045at2759	377
K05223	1517178at2759	10
K13737	845354at2759	167
K20941		
K13412	1043757at2759	4
K13412	1063695at2759	39
K13412	1084750at2759	53
K13412	1127668at2759	465
K13412	1146070at2759	3
K13412	1156450at2759	19
K13412	1257964at2759	14
K13412	1271942at2759	285
K13412	129093at2759	5
K13412	1510589at2759	71
K13412	330091at2759	611
K13412	399788at2759	1
K13412	563981at2759	22
K13412	95102at2759	26
K21130		
K00215	1236470at2759	8
K14266		
K00994	1558629at2759	8
K00994	847100at2759	57
K21718	702827at2759	1009
K06616	891104at2759	92
K14300	51227at2759	21
K05693	411281at2759	407
K05693	80146at2759	6
K12272	1503159at2759	29
K12272	826475at2759	9
K12391	237832at2759	1
K12391	250202at2759	54
K12391	594067at2759	47
K12391	693882at2759	71
K04661	1460520at2759	19
K11236	534350at2759	4
K14406	587820at2759	17
K25334		
K11539	1226147at2759	59
K11539	1474004at2759	4
K21125	12226at2759	135
K21125	1625853at2759	47
K20702		
K13306		
K18930	107778at2759	1
K22198	708781at2759	45
K12860	629545at2759	79
K12860	975557at2759	20
K18532	1298391at2759	29
K18532	1326407at2759	10
K18532	1429345at2759	26
K18532	1488235at2759	17
K05230	1550991at2759	1
K05230	1610714at2759	38
K05230	1788181at2759	2
K01690		
K14558	290630at2759	22
K07672		
K10071	1289964at2759	45
K12893	1119638at2759	6
K12893	1174365at2759	44
K12893	1202220at2759	138
K12893	1315388at2759	55
K12893	1321443at2759	27
K12893	1533297at2759	67
K12893	1563362at2759	46
K12893	1595765at2759	1
K12893	614259at2759	37
K12893	831280at2759	20
K12893	994112at2759	11
K18356		
K11395		
K15492		
K04499	1027994at2759	24
K04499	752343at2759	48
K04499	917326at2759	24
K07748	930591at2759	112
K07748	992332at2759	142
K16371		
K02640	1641963at2759	4
K09189	1194847at2759	1
K09189	23012at2759	1
K09189	790990at2759	3
K09189	86638at2759	20
K06208		
K23446		
K15628	309052at2759	68
K07708		
K25666		
K12663	1094098at2759	22
K12663	1210602at2759	11
K12663	829777at2759	110
K16359	117497at2759	20
K16359	1327320at2759	1
K15954		
K19843	571284at2759	5
K22337	772297at2759	61
K22360		
K20584		
K16033		
K20973		
K06634	1469819at2759	21
K20716	801642at2759	22
K03730	629563at2759	16
K01568	330201at2759	35
K01568	560466at2759	23
K01568	714845at2759	2
K02190		
K09561	1422450at2759	29
K09561	268677at2759	9
K09561	303136at2759	61
K09561	687493at2759	28
K20552		
K17683	702827at2759	1009
K00985		
K15758		
K15671		
K02757		
K13502	1033833at2759	103
K13502	1318335at2759	5223
K03639	721528at2759	25
K01374	1264766at2759	30
K01374	1275401at2759	343
K16304		
K14575	194195at2759	102
K00798	788789at2759	16
K11023		
K09587	1247045at2759	377
K09587	574756at2759	54
K09587	595327at2759	7
K09587	614788at2759	20
K09587	871849at2759	98
K22633		
K15786		
K19514	1179410at2759	14
K24311		
K16426		
K08563	1474731at2759	25
K08563	955476at2759	18
K04673	776697at2759	77
K11488	1203951at2759	48
K11488	1344247at2759	21
K16688	1204639at2759	163
K21308		
K05269	1486353at2759	9
K09030	1221590at2759	34
K16072	379852at2759	3
K16072	446752at2759	27
K09183	1240204at2759	21
K09183	124231at2759	2
K09183	1466754at2759	14
K09183	807790at2759	36
K09183	814291at2759	1
K20017	1278637at2759	16
K14517	1213926at2759	8
K14517	1470222at2759	1
K24284		
K21639		
K05708		
K02869		
K02896	1163565at2759	43
K02896	1502432at2759	54
K02896	1598474at2759	1
K01677		
K01439		
K18518		
K12823	1092497at2759	1
K12823	1195027at2759	1
K12823	245118at2759	41
K12823	638613at2759	46
K12823	830514at2759	1
K10381	145005at2759	1
K10381	7016at2759	8
K02138	1097026at2759	1
K02138	1299717at2759	20
K02138	526256at2759	39
K12710		
K25355		
K03872	1538795at2759	26
K06096	1332028at2759	77
K06096	1449684at2759	1
K02939	1036760at2759	10
K02939	1503131at2759	5
K02939	1534386at2759	5
K02939	791296at2759	26
K12873	1236198at2759	27
K12873	1270467at2759	263
K01633	1383549at2759	9
K10957	1345899at2759	32
K13175	760323at2759	14
K13267	702827at2759	1009
K16445		
K03050		
K19354		
K20774	954711at2759	19
K18496	1157770at2759	42
K14449		
K18439	303600at2759	4
K18439	98944at2759	27
K16124		
K00548	10622at2759	1
K00548	731388at2759	54
K08770	1089317at2759	3
K08770	1112198at2759	1
K08770	1128763at2759	64
K08770	1204538at2759	11
K08770	1262441at2759	13
K08770	1359215at2759	1
K08770	1367357at2759	8
K08770	1378652at2759	1
K08770	1451134at2759	6
K08770	1487241at2759	285
K08770	1536766at2759	160
K08770	1553668at2759	58
K08770	1562726at2759	1
K08770	1583700at2759	63
K08770	1586605at2759	15
K08770	286959at2759	10
K08770	33894at2759	13
K08770	611234at2759	48
K08770	929855at2759	7
K08770	992459at2759	3
K05363		
K18087		
K09461		
K13606	1166094at2759	52
K13606	1190834at2759	47
K05528	1082380at2759	52
K05528	1177802at2759	10
K05528	1507715at2759	9
K04916	1171809at2759	69
K04916	1211599at2759	54
K04916	774951at2759	93
K08264		
K01307	392369at2759	19
K01307	665558at2759	23
K01307	844765at2759	1
K01307	877490at2759	27
K10851		
K04831	686369at2759	148
K09843	1247045at2759	377
K09843	467733at2759	159
K09843	572303at2759	59
K09843	574756at2759	54
K09843	595327at2759	7
K09843	614788at2759	20
K09843	702827at2759	1009
K09843	825914at2759	133
K09843	864748at2759	28
K09843	871849at2759	98
K07828	1259506at2759	140
K07986	1092787at2759	23
K25293		
K05480	1183050at2759	4
K05480	1235069at2759	1
K05480	1259842at2759	2
K05480	1404113at2759	26
K05480	1604425at2759	1
K11386		
K18002		
K18694	1218115at2759	29
K22881		
K13766		
K22101	1415704at2759	2
K18291		
K02952	1614632at2759	10
K04392	1091615at2759	171
K04392	1166960at2759	55
K04392	449450at2759	3
K04392	495235at2759	33
K04392	538388at2759	34
K05437	1175751at2759	11
K25812		
K05168	238258at2759	8
K05530	1331726at2759	9
K19506		
K03007	1639063at2759	22
K08205	1043853at2759	6
K08205	417430at2759	2
K08205	464838at2759	98
K09069	1509553at2759	1
K09069	1595261at2759	22
K09069	897131at2759	1
K07875	1149105at2759	139
K20159		
K21211		
K07547		
K24348		
K03019	1480492at2759	17
K03019	1508693at2759	19
K03019	1549734at2759	17
K02399	1596502at2759	7
K15622	1185292at2759	7
K15622	1471165at2759	19
K01492		
K13227	508327at2759	727
K03049		
K08105	1330889at2759	118
K18940		
K13051	797598at2759	28
K11692		
K00073		
K03844	1051021at2759	21
K03844	1193193at2759	1
K14067		
K02891	1236351at2759	7
K02891	1594080at2759	38
K02891	847045at2759	8
K10879	1522846at2759	15
K20621		
K02106		
K05147	1038336at2759	18
K05377		
K02229		
K24012		
K07805		
K02398		
K02603	935804at2759	46
K02721	1650754at2759	5
K01401	1439735at2759	17
K18972		
K08082		
K07940	1271528at2759	140
K07940	1362554at2759	122
K03795		
K22284	534956at2759	93
K06106	1243441at2759	23
K06106	788657at2759	56
K20955		
K10873	1572665at2759	4
K10873	742922at2759	9
K03878	1214989at2759	22
K06133	95447at2759	1
K06133	960416at2759	25
K03464		
K15947		
K15747	1247045at2759	377
K07404		
K12679		
K25664		
K24872		
K23104		
K09468	1550404at2759	1
K09468	1617199at2759	10
K16921		
K12492	1155557at2759	86
K12492	751525at2759	136
K01609	1404210at2759	8
K01609	1448680at2759	1
K01609	535224at2759	5
K04961	5161at2759	41
K04176	900867at2759	43
K24000		
K14513	666470at2759	64
K05717	586615at2759	37
K05717	6580at2759	11
K23259		
K01314	1314811at2759	1072
K16341	1460067at2759	7
K20433		
K06263	1229279at2759	14
K16226	992188at2759	26
K08102	1167623at2759	35
K23474		
K13437	826997at2759	952
K21174		
K10010		
K11063		
K14565	1144743at2759	1
K14565	1572989at2759	1
K14565	632707at2759	55
K21946	1196215at2759	26
K21946	911920at2759	22
K16866	1122531at2759	37
K16866	799740at2759	31
K06543	1341815at2759	21
K13736	291431at2759	1
K13736	693048at2759	42
K15092		
K17202		
K18075		
K14655	821308at2759	32
K06857		
K20403	725577at2759	1
K20403	89960at2759	20
K16960		
K19839	1300981at2759	173
K02226		
K00560	1197342at2759	22
K00560	684306at2759	20
K01017	1330889at2759	118
K01164	543991at2759	18
K04939	1178937at2759	33
K19717	1497042at2759	2
K19717	1518202at2759	1
K16265		
K16389		
K25669		
K10352	1062377at2759	393
K10352	122881at2759	113
K10352	1535084at2759	130
K10352	194638at2759	4
K10352	217033at2759	10
K10352	267096at2759	4
K10352	280208at2759	1
K10352	30392at2759	1
K10352	306768at2759	2
K10352	311886at2759	122
K10352	412075at2759	1
K10352	47111at2759	158
K10352	531106at2759	44
K10352	560528at2759	6
K10352	589046at2759	10
K10352	614021at2759	3
K10352	725236at2759	60
K10352	760323at2759	14
K19551		
K03115	1299275at2759	4
K03115	1335521at2759	44
K03115	261419at2759	23
K03115	388820at2759	21
K01094	1209458at2759	7
K01094	1481779at2759	3
K01094	1544601at2759	21
K03431	798576at2759	6
K10003		
K21171		
K13831		
K00882		
K02122		
K01930	1249457at2759	76
K01930	1263397at2759	24
K01930	840266at2759	36
K25001		
K06588	473040at2759	86
K02714	1647286at2759	4
K02578	388292at2759	48
K12107		
K11586	1628171at2759	154
K10590	34110at2759	49
K08266	1393097at2759	89
K08266	779909at2759	22
K13780	439017at2759	138
K13780	621852at2759	182
K13780	867824at2759	38
K18426	1234730at2759	26
K04536	704786at2759	64
K04536	747023at2759	26
K04536	872177at2759	37
K20789		
K06639	1357618at2759	48
K06639	1386941at2759	33
K06639	1398550at2759	42
K06639	411281at2759	407
K06639	876821at2759	1
K18175	1515241at2759	7
K18175	1524249at2759	1
K14085	692580at2759	32
K04093		
K17332	277998at2759	18
K04799	1094524at2759	74
K07695		
K19520	1269506at2759	22
K19520	1532680at2759	2
K10527	1011220at2759	37
K10527	1234730at2759	26
K10527	219667at2759	40
K10527	314267at2759	12
K10527	840631at2759	15
K10527	938257at2759	23
K07966	1095535at2759	2
K07966	1201618at2759	93
K00175		
K16252	42570at2759	73
K20035		
K03944	1132013at2759	6
K03944	1529883at2759	1
K03944	1538626at2759	2
K01100	1381522at2759	46
K02362		
K11027		
K19528	1547468at2759	19
K19528	847100at2759	57
K00756		
K23655		
K10977		
K22002	731610at2759	1
K16393		
K15229		
K11731	589058at2759	117
K01840	1041556at2759	33
K21792		
K12553		
K12613	1053880at2759	1
K12613	1199084at2759	1
K12613	1230808at2759	20
K12613	641743at2759	1
K12613	647130at2759	1
K12613	777772at2759	2
K06966		
K04456	1157543at2759	32
K04456	318034at2759	1
K04456	614710at2759	178
K15705	489543at2759	131
K22286	1558708at2759	7
K22286	1630195at2759	1
K22286	1632296at2759	1
K18559		
K12825	1256232at2759	40
K12825	1304470at2759	1
K10213		
K01866	1434247at2759	26
K01866	852081at2759	32
K01866	914272at2759	20
K15363	1003565at2759	19
K05008	956263at2759	156
K11078		
K05953	1009301at2759	19
K22777		
K00819	145181at2759	97
K05526		
K04984	1011028at2759	127
K04984	1115202at2759	175
K04984	1559479at2759	34
K04984	246352at2759	2
K04984	361612at2759	33
K04984	39893at2759	5
K04984	687958at2759	42
K10950	1181226at2759	30
K10950	572856at2759	16
K10782	602729at2759	19
K09739		
K02386		
K18307		
K01468	612054at2759	23
K01468	776380at2759	26
K24011		
K04382	721605at2759	21
K04382	766640at2759	107
K04382	808922at2759	113
K14604		
K19548		
K15993		
K08735	138168at2759	111
K00541	1054662at2759	68
K09759		
K07188	1037817at2759	21
K07188	1155958at2759	11
K07188	1263520at2759	262
K07188	1336140at2759	7
K01247	1116261at2759	87
K01247	1553907at2759	12
K08670	1314811at2759	1072
K07198	1127668at2759	465
K07198	1221624at2759	37
K07198	1316414at2759	4
K07198	1344243at2759	1425
K07198	330091at2759	611
K07198	684563at2759	1307
K20380		
K00449		
K08779	524270at2759	133
K00286	948528at2759	39
K00286	952695at2759	40
K00855	1022120at2759	7
K00855	929897at2759	83
K03766	1037602at2759	221
K03766	911371at2759	2
K25819		
K22326		
K11907		
K11126	1297956at2759	19
K25597		
K04320	1011272at2759	129
K04037	1086003at2759	1
K14500	1175136at2759	36
K14500	1485667at2759	13
K14500	303136at2759	61
K14500	431053at2759	4
K14500	478216at2759	13
K14500	540417at2759	6
K14500	560276at2759	2
K14500	684563at2759	1307
K14500	871008at2759	12
K14500	98959at2759	2
K03358	1283603at2759	1
K03358	1392751at2759	26
K03358	1587140at2759	59
K12229	1061200at2759	11
K12229	1513983at2759	22
K12229	717547at2759	31
K12229	75793at2759	24
K07972	704786at2759	64
K07972	723347at2759	23
K23236		
K20445		
K02287		
K10661	170933at2759	40
K10661	983423at2759	10
K11108	1423847at2759	22
K11108	1496188at2759	15
K15631	1132270at2759	20
K15631	394559at2759	30
K15631	412601at2759	30
K09326	1014909at2759	30
K09326	1038567at2759	1
K09326	1175036at2759	2
K09326	1189098at2759	22
K09326	1270742at2759	76
K09326	1481439at2759	31
K02813		
K12709		
K25325		
K14483		
K06590	473040at2759	86
K01899	1247548at2759	28
K06160		
K13460	236715at2759	15
K05305	135001at2759	14
K12795	1426397at2759	25
K11183		
K11720		
K17904	977776at2759	26
K05379		
K13072	1542802at2759	38
K14019	391948at2759	13
K20255	1437332at2759	46
K01212	405663at2759	38
K02879	1540433at2759	26
K16598	1312469at2759	5
K16598	1574270at2759	16
K16598	741136at2759	20
K25316		
K10943		
K08311	1602447at2759	44
K04227	1034048at2759	9
K04227	890925at2759	45
K12798	114368at2759	395
K12798	559093at2759	7
K12870	1513531at2759	19
K12870	935669at2759	14
K12552		
K12676		
K19213		
K19524	559299at2759	113
K17723		
K07871	538388at2759	34
K06635	1296347at2759	8
K06635	323342at2759	25
K10714		
K18113	372122at2759	7
K18489	1416398at2759	53
K21808		
K21205		
K00801	1062377at2759	393
K00801	563702at2759	23
K19321		
K05197	188544at2759	473
K23943		
K02361		
K16881		
K15588	1316920at2759	7
K15588	507784at2759	56
K15588	85697at2759	10
K24293		
K13894		
K17364		
K11717	697150at2759	25
K06881		
K13924		
K13401	702827at2759	1009
K02129	1567775at2759	1
K02129	1600277at2759	1
K02129	1640426at2759	9
K02129	1644888at2759	5
K19212		
K03151		
K06637	1411806at2759	44
K06637	307030at2759	1
K18020		
K16936		
K21095	1575018at2759	95
K06134	1242061at2759	15
K00789	1007850at2759	15
K00789	685006at2759	47
K23932		
K25161		
K00195		
K14272	477122at2759	60
K06678	108186at2759	24
K06678	120164at2759	1
K06678	482302at2759	1
K00769		
K10609	1040292at2759	128
K18277		
K20199		
K22516		
K02012		
K06649	707272at2759	12
K01496		
K06597		
K02264	1286549at2759	16
K00523		
K01074	1220675at2759	80
K01074	559299at2759	113
K01074	836806at2759	14
K01074	904122at2759	29
K00335		
K17078		
K13492		
K18124		
K16153		
K09658	1214298at2759	18
K09658	1230625at2759	20
K09658	1605216at2759	15
K09658	1635267at2759	1
K09658	928391at2759	28
K12595		
K12197	1441797at2759	35
K12197	612201at2759	40
K15989		
K12293		
K05401	282372at2759	115
K05401	737804at2759	24
K05401	826997at2759	952
K06688	1444506at2759	19
K06514	1504363at2759	7
K06514	583605at2759	1038
K04237	908238at2759	25
K10539		
K11225	327469at2759	62
K12683		
K21155	1204812at2759	53
K09389	1087250at2759	73
K02276	877891at2759	35
K06622	1453965at2759	14
K10618		
K05644	1127273at2759	6
K05644	131191at2759	165
K10895	112645at2759	1
K10895	169407at2759	20
K01623	799973at2759	65
K19215		
K16596	1575018at2759	95
K06757	434404at2759	50
K04370	1452199at2759	1
K04370	1525606at2759	10
K13447	1506659at2759	8
K13447	190356at2759	20
K13447	27424at2759	21
K13447	936110at2759	88
K12586	1210090at2759	19
K12586	1216402at2759	1
K12586	996662at2759	23
K08510	1211929at2759	69
K08510	1606985at2759	18
K08510	1614157at2759	31
K11949		
K05699	1573713at2759	2
K05699	543832at2759	142
K03337		
K19002		
K12488	1510589at2759	71
K12488	751525at2759	136
K12488	865931at2759	5
K02144	751335at2759	22
K06548	54136at2759	92
K11831	858632at2759	11
K08016	1047190at2759	43
K01426	1036483at2759	18
K01426	1045321at2759	24
K01426	1195292at2759	23
K01426	1313182at2759	101
K01426	1327093at2759	8
K01426	1493078at2759	48
K01426	1617844at2759	19
K01426	322079at2759	1
K01426	447457at2759	14
K01426	701498at2759	3
K01426	852596at2759	66
K12474	1081691at2759	2
K12474	1531411at2759	13
K12474	920757at2759	12
K14974		
K19695	1271942at2759	285
K19695	1369072at2759	81
K15570		
K20266		
K15517	1221333at2759	47
K14510	173077at2759	59
K14510	206276at2759	13
K14510	285142at2759	4
K14510	938929at2759	57
K05458	1521132at2759	6
K11604		
K02491		
K04855	172471at2759	248
K20865	1046098at2759	130
K20865	1131848at2759	16
K20865	114368at2759	395
K20865	1282076at2759	125
K20865	1357476at2759	33
K20865	1360283at2759	10
K20865	137566at2759	6
K20865	19417at2759	18
K20865	259987at2759	20
K20865	710473at2759	60
K20865	819226at2759	26
K20865	820686at2759	2
K20865	88493at2759	4
K20865	89576at2759	1
K07775		
K08759	1518115at2759	2
K08759	1613530at2759	3
K00692		
K22005	702827at2759	1009
K17236		
K11195		
K20437		
K04724	939331at2759	31
K20531		
K19438		
K20713		
K11419	1441774at2759	53
K11419	753093at2759	74
K11419	812358at2759	44
K11419	903135at2759	28
K19696		
K19849	1327551at2759	3
K05765	1370477at2759	74
K05765	1490717at2759	1
K05765	1578109at2759	26
K05765	543832at2759	142
K19735		
K06071	1710265at2759	1
K06071	222529at2759	55
K06071	520651at2759	30
K22699		
K19246		
K00696	101620at2759	15
K00696	113972at2759	2
K00696	717444at2759	1
K04398	1092723at2759	30
K04398	824788at2759	10
K04398	939331at2759	31
K04398	984395at2759	53
K00209		
K24155		
K16937		
K00953	1437247at2759	19
K00953	589448at2759	4
K00953	788980at2759	23
K11526		
K01878		
K23007		
K02677	106336at2759	17
K02677	1130632at2759	3
K02677	222529at2759	55
K02677	52746at2759	107
K02677	614710at2759	178
K16796	1161594at2759	31
K16796	1186233at2759	28
K16796	1255488at2759	2
K16796	1641977at2759	154
K16796	369754at2759	13
K16796	498719at2759	6
K05463	1094764at2759	45
K05463	1230708at2759	2
K05463	1247864at2759	3
K05463	442109at2759	1
K05463	903831at2759	29
K05463	967642at2759	1
K01569	831183at2759	17
K24857		
K24621		
K06665	609083at2759	20
K19209		
K10938		
K18696	687958at2759	42
K18144		
K06681	392727at2759	7
K10989	1237707at2759	10
K11083		
K06460	1051357at2759	43
K06460	1205716at2759	40
K06460	1219127at2759	1
K06460	1480078at2759	1
K16902		
K05441	1127941at2759	88
K05441	1358010at2759	117
K01762	1156861at2759	53
K01762	693202at2759	8
K11215	1085288at2759	1
K11215	410847at2759	118
K11215	444142at2759	7
K18468	316875at2759	29
K12393	500676at2759	12
K12393	662490at2759	16
K12393	725236at2759	60
